UniProtId,Label,Gene_Name,hgnc_symbol
Q8IZ63,reviewed,PRR22_HUMAN,PRR22
O96004,reviewed,HAND1_HUMAN,HAND1
A1Z1Q3,reviewed,MACD2_HUMAN,MACD2
Q9UH73,reviewed,COE1_HUMAN,COE1
Q96N53,reviewed,CK037_HUMAN,CK037
Q13478,reviewed,IL18R_HUMAN,IL18R
Q3LI60,reviewed,KR203_HUMAN,KR203
Q15052,reviewed,ARHG6_HUMAN,ARHG6
P0CK96,reviewed,S352B_HUMAN,S352B
Q7Z628,reviewed,ARHG8_HUMAN,ARHG8
P31271,reviewed,HXA13_HUMAN,HXA13
A0PJX2,reviewed,TLDC2_HUMAN,TLDC2
Q9Y547,reviewed,IFT25_HUMAN,IFT25
Q8WWX0,reviewed,ASB5_HUMAN,ASB5
A8K8V0,reviewed,ZN785_HUMAN,ZN785
O96007,reviewed,MOC2B_HUMAN,MOC2B
Q14247,reviewed,SRC8_HUMAN,SRC8
Q01668,reviewed,CAC1D_HUMAN,CAC1D
P15018,reviewed,LIF_HUMAN,LIF
Q96FJ2,reviewed,DYL2_HUMAN,DYL2
P51397,reviewed,DAP1_HUMAN,DAP1
Q9H497,reviewed,TOR3A_HUMAN,TOR3A
Q3SXP7,reviewed,SHSL1_HUMAN,SHSL1
Q01850,reviewed,CDR2_HUMAN,CDR2
Q3LI61,reviewed,KR202_HUMAN,KR202
P0CK97,reviewed,S35E2_HUMAN,S35E2
Q969X2,reviewed,SIA7F_HUMAN,SIA7F
O15033,reviewed,AREL1_HUMAN,AREL1
Q9Y546,reviewed,LRC42_HUMAN,LRC42
P11586,reviewed,C1TC_HUMAN,C1TC
A6NKU9,reviewed,SPDE3_HUMAN,SPDE3
Q9Y4D8,reviewed,HECD4_HUMAN,HECD4
O96006,reviewed,ZBED1_HUMAN,ZBED1
Q14246,reviewed,AGRE1_HUMAN,AGRE1
Q01851,reviewed,PO4F1_HUMAN,PO4F1
Q7Z7A1,reviewed,CNTRL_HUMAN,CNTRL
Q9NVJ2,reviewed,ARL8B_HUMAN,ARL8B
Q3LI62,reviewed,KR204_HUMAN,KR204
Q9C086,reviewed,IN80B_HUMAN,IN80B
P31273,reviewed,HXC8_HUMAN,HXC8
A0PJX0,reviewed,CIB4_HUMAN,CIB4
Q6J272,reviewed,CMI2A_HUMAN,CMI2A
Q7Z494,reviewed,NPHP3_HUMAN,NPHP3
Q8TCV5,reviewed,WFDC5_HUMAN,WFDC5
Q12766,reviewed,HMGX3_HUMAN,HMGX3
O96009,reviewed,NAPSA_HUMAN,NAPSA
Q96FJ0,reviewed,STALP_HUMAN,STALP
P38159,reviewed,RBMX_HUMAN,RBMX
Q9BYG7,reviewed,MSTRO_HUMAN,MSTRO
Q3LI63,reviewed,KR201_HUMAN,KR201
Q6VAB6,reviewed,KSR2_HUMAN,KSR2
Q969X0,reviewed,RIPL2_HUMAN,RIPL2
P31274,reviewed,HXC9_HUMAN,HXC9
Q99880,reviewed,H2B1L_HUMAN,H2B1L
Q5GAN3,reviewed,RNS13_HUMAN,RNS13
A2A2Z9,reviewed,AN18B_HUMAN,AN18B
P08397,reviewed,HEM3_HUMAN,HEM3
Q12767,reviewed,TMM94_HUMAN,TMM94
O96008,reviewed,TOM40_HUMAN,TOM40
Q14244,reviewed,MAP7_HUMAN,MAP7
A2VDF0,reviewed,FUCM_HUMAN,FUCM
Q9H492,reviewed,MLP3A_HUMAN,MLP3A
Q7Z7A3,reviewed,CTU1_HUMAN,CTU1
Q13474,reviewed,DRP2_HUMAN,DRP2
Q3LI64,reviewed,KRA61_HUMAN,KRA61
Q9H147,reviewed,TDIF1_HUMAN,TDIF1
Q6ZNK6,reviewed,TIFAB_HUMAN,TIFAB
Q6P1Q0,reviewed,LTMD1_HUMAN,LTMD1
Q969X1,reviewed,LFG3_HUMAN,LFG3
P31275,reviewed,HXC12_HUMAN,HXC12
O15034,reviewed,RIMB2_HUMAN,RIMB2
P22612,reviewed,KAPCG_HUMAN,KAPCG
Q8IVV2,reviewed,LOXH1_HUMAN,LOXH1
Q8WU90,reviewed,ZC3HF_HUMAN,ZC3HF
Q9H2M9,reviewed,RBGPR_HUMAN,RBGPR
Q6ISU1,reviewed,PTCRA_HUMAN,PTCRA
P26436,reviewed,ASPX_HUMAN,ASPX
Q9BYG5,reviewed,PAR6B_HUMAN,PAR6B
Q13477,reviewed,MADCA_HUMAN,MADCA
Q15059,reviewed,BRD3_HUMAN,BRD3
Q9NQ39,reviewed,RS10L_HUMAN,RS10L
Q969X6,reviewed,UTP4_HUMAN,UTP4
P31276,reviewed,HXC13_HUMAN,HXC13
O15037,reviewed,KHNYN_HUMAN,KHNYN
Q12765,reviewed,SCRN1_HUMAN,SCRN1
Q14242,reviewed,SELPL_HUMAN,SELPL
P55290,reviewed,CAD13_HUMAN,CAD13
A0A5B9,reviewed,TRBC2_HUMAN,TRBC2
Q8WXF8,reviewed,DEDD2_HUMAN,DEDD2
Q4V328,reviewed,GRAP1_HUMAN,GRAP1
Q9BYG4,reviewed,PAR6G_HUMAN,PAR6G
Q9H490,reviewed,PIGU_HUMAN,PIGU
Q96BU1,reviewed,S1PBP_HUMAN,S1PBP
B9A6J9,reviewed,TBC3L_HUMAN,TBC3L
Q3LI66,reviewed,KRA62_HUMAN,KRA62
Q15058,reviewed,KIF14_HUMAN,KIF14
Q9NQ38,reviewed,ISK5_HUMAN,ISK5
P31277,reviewed,HXD11_HUMAN,HXD11
Q96AE4,reviewed,FUBP1_HUMAN,FUBP1
Q96NX5,reviewed,KCC1G_HUMAN,KCC1G
Q9BXG8,reviewed,SPZ1_HUMAN,SPZ1
Q14241,reviewed,ELOA1_HUMAN,ELOA1
P55291,reviewed,CAD15_HUMAN,CAD15
Q9BYG3,reviewed,MK67I_HUMAN,MK67I
Q6PRD7,reviewed,CEMP1_HUMAN,CEMP1
Q7Z7A4,reviewed,PXK_HUMAN,PXK
Q3LI67,reviewed,KRA63_HUMAN,KRA63
Q496F6,reviewed,CLM2_HUMAN,CLM2
Q8N8M0,reviewed,NAT16_HUMAN,NAT16
Q96GT9,reviewed,XAGE2_HUMAN,XAGE2
Q99884,reviewed,SC6A7_HUMAN,SC6A7
Q9UHP6,reviewed,RSP14_HUMAN,RSP14
Q6P5R6,reviewed,RL22L_HUMAN,RL22L
Q96AE7,reviewed,TTC17_HUMAN,TTC17
Q9BZW2,reviewed,S13A1_HUMAN,S13A1
Q9Y548,reviewed,YIPF1_HUMAN,YIPF1
O43749,reviewed,OR1F1_HUMAN,OR1F1
Q14240,reviewed,IF4A2_HUMAN,IF4A2
Q6IS14,reviewed,IF5AL_HUMAN,IF5AL
Q6ZMG9,reviewed,CERS6_HUMAN,CERS6
Q11130,reviewed,FUT7_HUMAN,FUT7
Q9NYV8,reviewed,T2R14_HUMAN,T2R14
Q13470,reviewed,TNK1_HUMAN,TNK1
P47804,reviewed,RGR_HUMAN,RGR
Q9NQ36,reviewed,SCUB2_HUMAN,SCUB2
A1L162,reviewed,ERIC2_HUMAN,ERIC2
Q5T4F7,reviewed,SFRP5_HUMAN,SFRP5
Q969X5,reviewed,ERGI1_HUMAN,ERGI1
P67809,reviewed,YBOX1_HUMAN,YBOX1
Q8NB49,reviewed,AT11C_HUMAN,AT11C
Q86U28,reviewed,ISCA2_HUMAN,ISCA2
Q9UHP7,reviewed,CLC2D_HUMAN,CLC2D
Q5GAN6,reviewed,RNS10_HUMAN,RNS10
Q7L5A3,reviewed,ATOSB_HUMAN,ATOSB
Q6ZW31,reviewed,SYDE1_HUMAN,SYDE1
Q6U841,reviewed,S4A10_HUMAN,S4A10
Q6PRD1,reviewed,GP179_HUMAN,GP179
Q9NYV9,reviewed,T2R13_HUMAN,T2R13
Q70YC5,reviewed,ZN365_HUMAN,ZN365
Q15386,reviewed,UBE3C_HUMAN,UBE3C
Q9NXF7,reviewed,DCA16_HUMAN,DCA16
Q14397,reviewed,GCKR_HUMAN,GCKR
E9PKD4,reviewed,NPIA5_HUMAN,NPIA5
Q9NQ35,reviewed,NRIP3_HUMAN,NRIP3
Q14865,reviewed,ARI5B_HUMAN,ARI5B
Q96Q91,reviewed,B3A4_HUMAN,B3A4
Q9BZW4,reviewed,TM6S2_HUMAN,TM6S2
O76024,reviewed,WFS1_HUMAN,WFS1
Q8NH21,reviewed,OR4F5_HUMAN,OR4F5
Q9BYG0,reviewed,B3GN5_HUMAN,B3GN5
Q5VST6,reviewed,AB17B_HUMAN,AB17B
Q13472,reviewed,TOP3A_HUMAN,TOP3A
Q5T6S3,reviewed,PHF19_HUMAN,PHF19
Q9NQ34,reviewed,TMM9B_HUMAN,TMM9B
Q17RC7,reviewed,EX3L4_HUMAN,EX3L4
Q7Z5A9,reviewed,TAFA1_HUMAN,TAFA1
Q9BZW5,reviewed,TM6S1_HUMAN,TM6S1
O76027,reviewed,ANXA9_HUMAN,ANXA9
Q5GAN4,reviewed,RNS12_HUMAN,RNS12
Q8NEK8,reviewed,TET5D_HUMAN,TET5D
Q7L2E3,reviewed,DHX30_HUMAN,DHX30
Q9P225,reviewed,DYH2_HUMAN,DYH2
Q9NXF1,reviewed,TEX10_HUMAN,TEX10
Q9NQ33,reviewed,ASCL3_HUMAN,ASCL3
Q14863,reviewed,PO6F1_HUMAN,PO6F1
Q5T4F4,reviewed,ZFY27_HUMAN,ZFY27
Q7Z5A8,reviewed,TAFA3_HUMAN,TAFA3
Q56NI9,reviewed,ESCO2_HUMAN,ESCO2
A2A3L6,reviewed,TTC24_HUMAN,TTC24
P53396,reviewed,ACLY_HUMAN,ACLY
Q8N3K9,reviewed,CMYA5_HUMAN,CMYA5
Q96QU1,reviewed,PCD15_HUMAN,PCD15
Q9H7F0,reviewed,AT133_HUMAN,AT133
Q9BRC7,reviewed,PLCD4_HUMAN,PLCD4
O43745,reviewed,CHP2_HUMAN,CHP2
Q76L83,reviewed,ASXL2_HUMAN,ASXL2
Q1L6U9,reviewed,MSMP_HUMAN,MSMP
P13073,reviewed,COX41_HUMAN,COX41
P26439,reviewed,3BHS2_HUMAN,3BHS2
Q8N4G2,reviewed,ARL14_HUMAN,ARL14
Q2M1Z3,reviewed,RHG31_HUMAN,RHG31
Q14390,reviewed,GGTL2_HUMAN,GGTL2
Q9NQ32,reviewed,CK016_HUMAN,CK016
Q9UJ83,reviewed,HACL1_HUMAN,HACL1
P59103,reviewed,DAOA_HUMAN,DAOA
Q9UHP3,reviewed,UBP25_HUMAN,UBP25
Q9BZW7,reviewed,TSG10_HUMAN,TSG10
Q9UJA5,reviewed,TRM6_HUMAN,TRM6
O76021,reviewed,RL1D1_HUMAN,RL1D1
Q9H5V7,reviewed,IKZF5_HUMAN,IKZF5
F8WFD2,reviewed,NPIA3_HUMAN,NPIA3
Q4V321,reviewed,GAG13_HUMAN,GAG13
Q02161,reviewed,RHD_HUMAN,RHD
A0A0X1KG70,reviewed,ORM2B_HUMAN,ORM2B
Q99471,reviewed,PFD5_HUMAN,PFD5
Q9P227,reviewed,RHG23_HUMAN,RHG23
A0A1W2PQ64,reviewed,S72L5_HUMAN,S72L5
Q9UIJ5,reviewed,ZDHC2_HUMAN,ZDHC2
Q99689,reviewed,FEZ1_HUMAN,FEZ1
Q15382,reviewed,RHEB_HUMAN,RHEB
Q9H6T3,reviewed,RPAP3_HUMAN,RPAP3
Q6TGC4,reviewed,PADI6_HUMAN,PADI6
Q14393,reviewed,GAS6_HUMAN,GAS6
Q9NQ31,reviewed,AKIP1_HUMAN,AKIP1
A1L167,reviewed,U2QL1_HUMAN,U2QL1
Q8N2I9,reviewed,STK40_HUMAN,STK40
P55008,reviewed,AIF1_HUMAN,AIF1
Q6P1Q9,reviewed,MET2B_HUMAN,MET2B
Q86XG9,reviewed,NBPF5_HUMAN,NBPF5
Q9BZW8,reviewed,CD244_HUMAN,CD244
Q5JU85,reviewed,IQEC2_HUMAN,IQEC2
Q9Y6P5,reviewed,SESN1_HUMAN,SESN1
Q6U736,reviewed,OPN5_HUMAN,OPN5
P28799,reviewed,GRN_HUMAN,GRN
O43747,reviewed,AP1G1_HUMAN,AP1G1
Q9H3K2,reviewed,GHITM_HUMAN,GHITM
Q8WTR7,reviewed,ZN473_HUMAN,ZN473
Q9UMY1,reviewed,UTP16_HUMAN,UTP16
Q99470,reviewed,SDF2_HUMAN,SDF2
Q16880,reviewed,CGT_HUMAN,CGT
Q12996,reviewed,CSTF3_HUMAN,CSTF3
Q14392,reviewed,LRC32_HUMAN,LRC32
Q9NQ30,reviewed,ESM1_HUMAN,ESM1
Q00532,reviewed,CDKL1_HUMAN,CDKL1
Q96B01,reviewed,R51A1_HUMAN,R51A1
Q99784,reviewed,NOE1_HUMAN,NOE1
Q9UJA3,reviewed,MCM8_HUMAN,MCM8
Q8TD35,reviewed,LKAM1_HUMAN,LKAM1
Q8IVV8,reviewed,NKAI4_HUMAN,NKAI4
Q9H2M3,reviewed,BHMT2_HUMAN,BHMT2
Q9UIJ7,reviewed,KAD3_HUMAN,KAD3
O75618,reviewed,DEDD_HUMAN,DEDD
P21246,reviewed,PTN_HUMAN,PTN
Q12999,reviewed,TSN31_HUMAN,TSN31
Q4G0X9,reviewed,CCD40_HUMAN,CCD40
Q9UJA2,reviewed,CRLS1_HUMAN,CRLS1
Q7L5A8,reviewed,FA2H_HUMAN,FA2H
Q9H7F4,reviewed,T185B_HUMAN,T185B
O43741,reviewed,AAKB2_HUMAN,AAKB2
Q6ZSK4,reviewed,NTAS1_HUMAN,NTAS1
Q4V326,reviewed,GAG2E_HUMAN,GAG2E
Q99684,reviewed,GFI1_HUMAN,GFI1
H3BNL1,reviewed,CC084_HUMAN,CC084
Q9H6T0,reviewed,ESRP2_HUMAN,ESRP2
Q9UQ88,reviewed,CD11A_HUMAN,CD11A
Q00534,reviewed,CDK6_HUMAN,CDK6
Q96QU4,reviewed,FRG2B_HUMAN,FRG2B
Q92959,reviewed,SO2A1_HUMAN,SO2A1
Q05707,reviewed,COEA1_HUMAN,COEA1
Q6IA86,reviewed,ELP2_HUMAN,ELP2
Q8WTR4,reviewed,GDPD5_HUMAN,GDPD5
Q9UMY4,reviewed,SNX12_HUMAN,SNX12
O75616,reviewed,ERAL1_HUMAN,ERAL1
B1ANY3,reviewed,F220P_HUMAN,F220P
Q96C00,reviewed,ZBTB9_HUMAN,ZBTB9
Q99685,reviewed,MGLL_HUMAN,MGLL
O95718,reviewed,ERR2_HUMAN,ERR2
Q00535,reviewed,CDK5_HUMAN,CDK5
Q96B02,reviewed,UBE2W_HUMAN,UBE2W
Q8NB42,reviewed,ZN527_HUMAN,ZN527
Q49MI3,reviewed,CERKL_HUMAN,CERKL
Q70SY1,reviewed,CR3L2_HUMAN,CR3L2
Q9H5V8,reviewed,CDCP1_HUMAN,CDCP1
Q9ULA0,reviewed,DNPEP_HUMAN,DNPEP
Q5T5X7,reviewed,BEND3_HUMAN,BEND3
A1L4H1,reviewed,SRCRL_HUMAN,SRCRL
Q9H3K6,reviewed,BOLA2_HUMAN,BOLA2
Q9UGR2,reviewed,Z3H7B_HUMAN,Z3H7B
P55895,reviewed,RAG2_HUMAN,RAG2
Q9BYG8,reviewed,GSDMC_HUMAN,GSDMC
Q96C01,reviewed,F136A_HUMAN,F136A
Q15389,reviewed,ANGP1_HUMAN,ANGP1
Q9NRF9,reviewed,DPOE3_HUMAN,DPOE3
A1L168,reviewed,CT202_HUMAN,CT202
Q06278,reviewed,AOXA_HUMAN,AOXA
Q04771,reviewed,ACVR1_HUMAN,ACVR1
P51671,reviewed,CCL11_HUMAN,CCL11
Q00536,reviewed,CDK16_HUMAN,CDK16
Q96NX9,reviewed,DACH2_HUMAN,DACH2
Q96QU6,reviewed,1A1L1_HUMAN,1A1L1
A4D0S4,reviewed,LAMB4_HUMAN,LAMB4
Q8TD31,reviewed,CCHCR_HUMAN,CCHCR
Q9NQT6,reviewed,FSCN3_HUMAN,FSCN3
Q05D60,reviewed,DEUP1_HUMAN,DEUP1
Q9H5V9,reviewed,STEEP_HUMAN,STEEP
Q6UX39,reviewed,AMTN_HUMAN,AMTN
P34972,reviewed,CNR2_HUMAN,CNR2
Q07021,reviewed,C1QBP_HUMAN,C1QBP
Q8WTR2,reviewed,DUS19_HUMAN,DUS19
Q14CB8,reviewed,RHG19_HUMAN,RHG19
Q9UKE5,reviewed,TNIK_HUMAN,TNIK
Q6PF18,reviewed,MORN3_HUMAN,MORN3
P11161,reviewed,EGR2_HUMAN,EGR2
Q99687,reviewed,MEIS3_HUMAN,MEIS3
Q15388,reviewed,TOM20_HUMAN,TOM20
A6NM28,reviewed,ZFP92_HUMAN,ZFP92
Q9NRF8,reviewed,PYRG2_HUMAN,PYRG2
Q13214,reviewed,SEM3B_HUMAN,SEM3B
Q00537,reviewed,CDK17_HUMAN,CDK17
Q6ZN79,reviewed,Z705A_HUMAN,Z705A
Q8TD30,reviewed,ALAT2_HUMAN,ALAT2
Q9H936,reviewed,GHC1_HUMAN,GHC1
Q9UPR0,reviewed,PLCL2_HUMAN,PLCL2
Q07020,reviewed,RL18_HUMAN,RL18
Q502W6,reviewed,VWA3B_HUMAN,VWA3B
Q6IAN0,reviewed,DRS7B_HUMAN,DRS7B
Q96C03,reviewed,MID49_HUMAN,MID49
Q9NYV4,reviewed,CDK12_HUMAN,CDK12
P83859,reviewed,OX26_HUMAN,OX26
Q07890,reviewed,SOS2_HUMAN,SOS2
P11166,reviewed,GTR1_HUMAN,GTR1
Q9P2N2,reviewed,RHG28_HUMAN,RHG28
Q99680,reviewed,GPR22_HUMAN,GPR22
Q4G0X4,reviewed,KCD21_HUMAN,KCD21
Q9NXF8,reviewed,ZDHC7_HUMAN,ZDHC7
Q8N2I2,reviewed,ZN619_HUMAN,ZN619
P55001,reviewed,MFAP2_HUMAN,MFAP2
P51677,reviewed,CCR3_HUMAN,CCR3
Q9UQ84,reviewed,EXO1_HUMAN,EXO1
Q13217,reviewed,DNJC3_HUMAN,DNJC3
Q96QU8,reviewed,XPO6_HUMAN,XPO6
Q8TD33,reviewed,SG1C1_HUMAN,SG1C1
Q8N428,reviewed,GLT16_HUMAN,GLT16
Q9NQT4,reviewed,EXOS5_HUMAN,EXOS5
Q86W92,reviewed,LIPB1_HUMAN,LIPB1
Q8WV60,reviewed,PTCD2_HUMAN,PTCD2
Q96FZ7,reviewed,CHMP6_HUMAN,CHMP6
Q502W7,reviewed,CCD38_HUMAN,CCD38
Q96EL2,reviewed,RT24_HUMAN,RT24
Q5VYP0,reviewed,S31A3_HUMAN,S31A3
Q9P2N5,reviewed,RBM27_HUMAN,RBM27
O95714,reviewed,HERC2_HUMAN,HERC2
P55000,reviewed,SLUR1_HUMAN,SLUR1
P51674,reviewed,GPM6A_HUMAN,GPM6A
Q13216,reviewed,ERCC8_HUMAN,ERCC8
Q9P055,reviewed,JKAMP_HUMAN,JKAMP
Q8NB46,reviewed,ANR52_HUMAN,ANR52
Q8WWH4,reviewed,ASZ1_HUMAN,ASZ1
P08294,reviewed,SODE_HUMAN,SODE
Q92954,reviewed,PRG4_HUMAN,PRG4
O75838,reviewed,CIB2_HUMAN,CIB2
Q9NQT5,reviewed,EXOS3_HUMAN,EXOS3
Q9H930,reviewed,SP14L_HUMAN,SP14L
A0JNW5,reviewed,BLT3B_HUMAN,BLT3B
Q6IEY1,reviewed,OR4F3_HUMAN,OR4F3
Q96EL3,reviewed,RM53_HUMAN,RM53
Q6PF15,reviewed,KLH35_HUMAN,KLH35
Q9NYV6,reviewed,RRN3_HUMAN,RRN3
Q9P2N4,reviewed,ATS9_HUMAN,ATS9
O95715,reviewed,CXL14_HUMAN,CXL14
Q5VV41,reviewed,ARHGG_HUMAN,ARHGG
Q13219,reviewed,PAPP1_HUMAN,PAPP1
Q5TYW1,reviewed,ZN658_HUMAN,ZN658
Q8WWH5,reviewed,TRUB1_HUMAN,TRUB1
Q9UHP9,reviewed,SMPX_HUMAN,SMPX
P57735,reviewed,RAB25_HUMAN,RAB25
Q0VF49,reviewed,K2012_HUMAN,K2012
P0DJ07,reviewed,PT100_HUMAN,PT100
Q8N9R8,reviewed,SCAI_HUMAN,SCAI
Q8N5A5,reviewed,ZGPAT_HUMAN,ZGPAT
Q5HYJ3,reviewed,FA76B_HUMAN,FA76B
P49137,reviewed,MAPK2_HUMAN,MAPK2
Q9UPR3,reviewed,SMG5_HUMAN,SMG5
Q96FZ5,reviewed,CKLF7_HUMAN,CKLF7
Q13873,reviewed,BMPR2_HUMAN,BMPR2
Q9HBR0,reviewed,S38AA_HUMAN,S38AA
Q6MZQ0,reviewed,PRR5L_HUMAN,PRR5L
O14735,reviewed,CDIPT_HUMAN,CDIPT
O75610,reviewed,LFTY1_HUMAN,LFTY1
Q53EV4,reviewed,LRC23_HUMAN,LRC23
Q9NYV7,reviewed,T2R16_HUMAN,T2R16
Q9P2N7,reviewed,KLH13_HUMAN,KLH13
Q99683,reviewed,M3K5_HUMAN,M3K5
H3BNL8,reviewed,ARMD2_HUMAN,ARMD2
Q96GD0,reviewed,PLPP_HUMAN,PLPP
O95716,reviewed,RAB3D_HUMAN,RAB3D
Q2KHM9,reviewed,MOONR_HUMAN,MOONR
P08779,reviewed,K1C16_HUMAN,K1C16
Q92956,reviewed,TNR14_HUMAN,TNR14
Q02218,reviewed,ODO1_HUMAN,ODO1
Q9HAI6,reviewed,TASL_HUMAN,TASL
Q8WVR3,reviewed,TPC14_HUMAN,TPC14
Q6NT46,reviewed,GAG2A_HUMAN,GAG2A
O14734,reviewed,ACOT8_HUMAN,ACOT8
Q96EL1,reviewed,INKA1_HUMAN,INKA1
Q9P2N6,reviewed,KANL3_HUMAN,KANL3
Q5VV43,reviewed,K0319_HUMAN,K0319
Q9H714,reviewed,PACER_HUMAN,PACER
Q9UQ80,reviewed,PA2G4_HUMAN,PA2G4
Q8IVF7,reviewed,FMNL3_HUMAN,FMNL3
P57737,reviewed,CORO7_HUMAN,CORO7
Q8N0Z8,reviewed,PUSL1_HUMAN,PUSL1
Q9UJA9,reviewed,ENPP5_HUMAN,ENPP5
Q96IZ5,reviewed,RBM41_HUMAN,RBM41
A6NGA9,reviewed,TM202_HUMAN,TM202
Q6UVK1,reviewed,CSPG4_HUMAN,CSPG4
Q5HYJ1,reviewed,TECRL_HUMAN,TECRL
Q9UPR5,reviewed,NAC2_HUMAN,NAC2
P26010,reviewed,ITB7_HUMAN,ITB7
O95081,reviewed,AGFG2_HUMAN,AGFG2
Q6Q0C0,reviewed,TRAF7_HUMAN,TRAF7
Q13875,reviewed,MOBP_HUMAN,MOBP
O14737,reviewed,PDCD5_HUMAN,PDCD5
Q9NRF2,reviewed,SH2B1_HUMAN,SH2B1
Q5VV42,reviewed,CDKAL_HUMAN,CDKAL
Q96E09,reviewed,PBIR1_HUMAN,PBIR1
Q5TYW2,reviewed,A20A1_HUMAN,A20A1
Q8IVF6,reviewed,AN18A_HUMAN,AN18A
Q8WUI4,reviewed,HDAC7_HUMAN,HDAC7
Q8N0Z9,reviewed,VSI10_HUMAN,VSI10
Q96IZ6,reviewed,MET2A_HUMAN,MET2A
B4DZS4,reviewed,T11X1_HUMAN,T11X1
Q76MJ5,reviewed,ERN2_HUMAN,ERN2
Q9UPR6,reviewed,ZFR2_HUMAN,ZFR2
Q96FZ2,reviewed,HMCES_HUMAN,HMCES
Q6Q0C1,reviewed,S2547_HUMAN,S2547
Q9UN66,reviewed,PCDB8_HUMAN,PCDB8
P46100,reviewed,ATRX_HUMAN,ATRX
P14324,reviewed,FPPS_HUMAN,FPPS
Q8NDC4,reviewed,MORN4_HUMAN,MORN4
P11168,reviewed,GTR2_HUMAN,GTR2
Q96GD3,reviewed,SCMH1_HUMAN,SCMH1
O95711,reviewed,LY86_HUMAN,LY86
P51679,reviewed,CCR4_HUMAN,CCR4
P0DJI8,reviewed,SAA1_HUMAN,SAA1
Q13574,reviewed,DGKZ_HUMAN,DGKZ
Q8IVF5,reviewed,TIAM2_HUMAN,TIAM2
Q99788,reviewed,CML1_HUMAN,CML1
Q6ZS02,reviewed,DMP46_HUMAN,DMP46
Q6UW88,reviewed,EPGN_HUMAN,EPGN
Q92953,reviewed,KCNB2_HUMAN,KCNB2
Q96IZ7,reviewed,RSRC1_HUMAN,RSRC1
A4D2P6,reviewed,GRD2I_HUMAN,GRD2I
Q5TAX3,reviewed,TUT4_HUMAN,TUT4
P26012,reviewed,ITB8_HUMAN,ITB8
Q5VUR7,reviewed,A20A3_HUMAN,A20A3
Q96S21,reviewed,RB40C_HUMAN,RB40C
Q9UN67,reviewed,PCDBA_HUMAN,PCDBA
A6NHY2,reviewed,AKD1B_HUMAN,AKD1B
P11169,reviewed,GTR3_HUMAN,GTR3
Q96GD4,reviewed,AURKB_HUMAN,AURKB
P0DJI9,reviewed,SAA2_HUMAN,SAA2
Q8IVF4,reviewed,DYH10_HUMAN,DYH10
P57730,reviewed,CAR18_HUMAN,CAR18
Q92952,reviewed,KCNN1_HUMAN,KCNN1
Q8N427,reviewed,TXND3_HUMAN,TXND3
O75832,reviewed,PSD10_HUMAN,PSD10
P11678,reviewed,PERE_HUMAN,PERE
Q96IZ0,reviewed,PAWR_HUMAN,PAWR
Q96DN0,reviewed,ERP27_HUMAN,ERP27
O95084,reviewed,PRS23_HUMAN,PRS23
O14730,reviewed,RIOK3_HUMAN,RIOK3
O00590,reviewed,ACKR2_HUMAN,ACKR2
B1APH4,reviewed,ZN487_HUMAN,ZN487
Q6XYQ8,reviewed,SYT10_HUMAN,SYT10
Q5TFE4,reviewed,NT5D1_HUMAN,NT5D1
P60331,reviewed,KR101_HUMAN,KR101
Q13576,reviewed,IQGA2_HUMAN,IQGA2
Q5SQQ9,reviewed,VAX1_HUMAN,VAX1
Q8N9R6,reviewed,CDRT4_HUMAN,CDRT4
Q9H939,reviewed,PPIP2_HUMAN,PPIP2
P63096,reviewed,GNAI1_HUMAN,GNAI1
P32745,reviewed,SSR3_HUMAN,SSR3
Q8WTR8,reviewed,NET5_HUMAN,NET5
Q7L1V2,reviewed,MON1B_HUMAN,MON1B
Q6ZV29,reviewed,PLPL7_HUMAN,PLPL7
O14733,reviewed,MP2K7_HUMAN,MP2K7
Q8N108,reviewed,MIER1_HUMAN,MIER1
A8MVW0,reviewed,F1712_HUMAN,F1712
O00591,reviewed,GBRP_HUMAN,GBRP
P83731,reviewed,RL24_HUMAN,RL24
P0DM63,reviewed,NPIA8_HUMAN,NPIA8
P41208,reviewed,CETN2_HUMAN,CETN2
Q8IVF2,reviewed,AHNK2_HUMAN,AHNK2
O75830,reviewed,SPI2_HUMAN,SPI2
Q96IZ2,reviewed,ADTRP_HUMAN,ADTRP
Q96DN2,reviewed,VWCE_HUMAN,VWCE
Q6UX34,reviewed,SNORC_HUMAN,SNORC
A8MUM7,reviewed,LEG16_HUMAN,LEG16
Q6IB77,reviewed,GLYAT_HUMAN,GLYAT
O14732,reviewed,IMPA2_HUMAN,IMPA2
Q8IUD6,reviewed,RN135_HUMAN,RN135
P55899,reviewed,FCGRN_HUMAN,FCGRN
Q8NDC0,reviewed,MISSL_HUMAN,MISSL
O00592,reviewed,PODXL_HUMAN,PODXL
A6NDN3,reviewed,GOG6B_HUMAN,GOG6B
Q13637,reviewed,RAB32_HUMAN,RAB32
Q6BDS2,reviewed,BLT3A_HUMAN,BLT3A
Q569H4,reviewed,LARGN_HUMAN,LARGN
P28698,reviewed,MZF1_HUMAN,MZF1
Q5BKT4,reviewed,AG10A_HUMAN,AG10A
Q8IVF1,reviewed,NTM2A_HUMAN,NTM2A
Q6P158,reviewed,DHX57_HUMAN,DHX57
A0A286YF01,reviewed,SCGR7_HUMAN,SCGR7
Q96DN5,reviewed,TBC31_HUMAN,TBC31
Q92623,reviewed,TTC9A_HUMAN,TTC9A
