UniProtId,Label,Gene_Name,hgnc_symbol
P12111,reviewed,CO6A3_HUMAN,CO6A3
O95167,reviewed,NDUA3_HUMAN,NDUA3
Q6ZNF0,reviewed,ACP7_HUMAN,ACP7
Q7Z7B8,reviewed,DB128_HUMAN,DB128
O75355,reviewed,ENTP3_HUMAN,ENTP3
Q13443,reviewed,ADAM9_HUMAN,ADAM9
P04054,reviewed,PA21B_HUMAN,PA21B
Q9HB21,reviewed,PKHA1_HUMAN,PKHA1
P51170,reviewed,SCNNG_HUMAN,SCNNG
Q9BXJ7,reviewed,AMNLS_HUMAN,AMNLS
Q6S545,reviewed,POTEH_HUMAN,POTEH
P17275,reviewed,JUNB_HUMAN,JUNB
Q8NGY2,reviewed,OR6K2_HUMAN,OR6K2
Q02156,reviewed,KPCE_HUMAN,KPCE
Q9NWU5,reviewed,RM22_HUMAN,RM22
P24001,reviewed,IL32_HUMAN,IL32
P20674,reviewed,COX5A_HUMAN,COX5A
O95166,reviewed,GBRAP_HUMAN,GBRAP
P50120,reviewed,RET2_HUMAN,RET2
Q17RD7,reviewed,SYT16_HUMAN,SYT16
Q9Y2L8,reviewed,ZKSC5_HUMAN,ZKSC5
Q9HB20,reviewed,PKHA3_HUMAN,PKHA3
P07437,reviewed,TBB5_HUMAN,TBB5
A6NEC2,reviewed,PSAL_HUMAN,PSAL
Q8NGY3,reviewed,OR6K3_HUMAN,OR6K3
P13637,reviewed,AT1A3_HUMAN,AT1A3
Q5JPI3,reviewed,CC038_HUMAN,CC038
Q9P215,reviewed,POGK_HUMAN,POGK
Q5XKE5,reviewed,K2C79_HUMAN,K2C79
Q9NVM9,reviewed,INT13_HUMAN,INT13
Q16873,reviewed,LTC4S_HUMAN,LTC4S
O00219,reviewed,HYAS3_HUMAN,HYAS3
Q07960,reviewed,RHG01_HUMAN,RHG01
Q9Y2L9,reviewed,LRCH1_HUMAN,LRCH1
Q99929,reviewed,ASCL2_HUMAN,ASCL2
A6NJL1,reviewed,ZSA5B_HUMAN,ZSA5B
P52758,reviewed,RIDA_HUMAN,RIDA
P51172,reviewed,SCNND_HUMAN,SCNND
Q9BXJ1,reviewed,C1QT1_HUMAN,C1QT1
O43711,reviewed,TLX3_HUMAN,TLX3
Q8NGY0,reviewed,O10X1_HUMAN,O10X1
Q5CZ79,reviewed,AN20B_HUMAN,AN20B
Q9UII4,reviewed,HERC5_HUMAN,HERC5
P62854,reviewed,RS26_HUMAN,RS26
O95164,reviewed,UBL3_HUMAN,UBL3
Q5TA81,reviewed,LCE2C_HUMAN,LCE2C
Q5JUQ0,reviewed,FA78A_HUMAN,FA78A
Q99928,reviewed,GBRG3_HUMAN,GBRG3
Q9BXJ0,reviewed,C1QT5_HUMAN,C1QT5
Q96A65,reviewed,EXOC4_HUMAN,EXOC4
Q96JF6,reviewed,ZN594_HUMAN,ZN594
Q9NT68,reviewed,TEN2_HUMAN,TEN2
Q5T5U3,reviewed,RHG21_HUMAN,RHG21
Q8NGY1,reviewed,O10Z1_HUMAN,O10Z1
Q7Z4H9,reviewed,F220A_HUMAN,F220A
P13631,reviewed,RARG_HUMAN,RARG
Q9P217,reviewed,ZSWM5_HUMAN,ZSWM5
Q6ZMB0,reviewed,B3GN6_HUMAN,B3GN6
Q9UII5,reviewed,ZN107_HUMAN,ZN107
O95163,reviewed,ELP1_HUMAN,ELP1
P54108,reviewed,CRIS3_HUMAN,CRIS3
O94903,reviewed,PLPHP_HUMAN,PLPHP
Q5TA82,reviewed,LCE2D_HUMAN,LCE2D
O00217,reviewed,NDUS8_HUMAN,NDUS8
Q6PIV2,reviewed,FOXR1_HUMAN,FOXR1
Q8NHB8,reviewed,OR5K2_HUMAN,OR5K2
Q9BXJ3,reviewed,C1QT4_HUMAN,C1QT4
Q4VC39,reviewed,HIG2B_HUMAN,HIG2B
Q8N7R1,reviewed,P1L12_HUMAN,P1L12
Q96NA2,reviewed,RILP_HUMAN,RILP
Q8IYX8,reviewed,CE57L_HUMAN,CE57L
P0DMV0,reviewed,CT457_HUMAN,CT457
Q7Z4H8,reviewed,PLGT3_HUMAN,PLGT3
Q9UII6,reviewed,DS13B_HUMAN,DS13B
Q9NUN5,reviewed,LMBD1_HUMAN,LMBD1
O94900,reviewed,TOX_HUMAN,TOX
A0A1B0GWK0,reviewed,PVLEF_HUMAN,PVLEF
Q9NS75,reviewed,CLTR2_HUMAN,CLTR2
Q86U10,reviewed,LPP60_HUMAN,LPP60
Q9BXJ2,reviewed,C1QT7_HUMAN,C1QT7
Q8N7R0,reviewed,NANG2_HUMAN,NANG2
A2A2Y4,reviewed,FRMD3_HUMAN,FRMD3
O43716,reviewed,GATC_HUMAN,GATC
Q9Y4A9,reviewed,O10H1_HUMAN,O10H1
Q5T1H1,reviewed,EYS_HUMAN,EYS
P48728,reviewed,GCST_HUMAN,GCST
Q02153,reviewed,GCYB1_HUMAN,GCYB1
P0DMV1,reviewed,CT458_HUMAN,CT458
P62857,reviewed,RS28_HUMAN,RS28
O94901,reviewed,SUN1_HUMAN,SUN1
Q13449,reviewed,LSAMP_HUMAN,LSAMP
Q16877,reviewed,F264_HUMAN,F264
A2VEC9,reviewed,SSPO_HUMAN,SSPO
P58499,reviewed,FAM3B_HUMAN,FAM3B
Q8N7R7,reviewed,CCYL1_HUMAN,CCYL1
O43715,reviewed,TRIA1_HUMAN,TRIA1
Q9Y4A8,reviewed,NF2L3_HUMAN,NF2L3
Q86UK7,reviewed,ZN598_HUMAN,ZN598
A0A1B0GTC6,reviewed,CC085_HUMAN,CC085
P48729,reviewed,KC1A_HUMAN,KC1A
P0DMV2,reviewed,CT459_HUMAN,CT459
Q8N309,reviewed,LRC43_HUMAN,LRC43
Q6ZMB5,reviewed,T184A_HUMAN,T184A
Q9P212,reviewed,PLCE1_HUMAN,PLCE1
Q3SY00,reviewed,T10IP_HUMAN,T10IP
P50607,reviewed,TUB_HUMAN,TUB
Q9NUN7,reviewed,ACER3_HUMAN,ACER3
P21217,reviewed,FUT3_HUMAN,FUT3
O94906,reviewed,PRP6_HUMAN,PRP6
P04053,reviewed,TDT_HUMAN,TDT
Q8IU99,reviewed,CAHM1_HUMAN,CAHM1
Q0VDD7,reviewed,BRME1_HUMAN,BRME1
O00214,reviewed,LEG8_HUMAN,LEG8
Q9BQ69,reviewed,MACD1_HUMAN,MACD1
A1KZ92,reviewed,PXDNL_HUMAN,PXDNL
Q502X0,reviewed,MORN2_HUMAN,MORN2
Q8IYX7,reviewed,SAXO1_HUMAN,SAXO1
P11766,reviewed,ADHX_HUMAN,ADHX
Q5JPI9,reviewed,EFMT2_HUMAN,EFMT2
P62851,reviewed,RS25_HUMAN,RS25
Q6ICG8,reviewed,WBP2L_HUMAN,WBP2L
O14559,reviewed,RHG33_HUMAN,RHG33
Q8IXF0,reviewed,NPAS3_HUMAN,NPAS3
Q9H2P0,reviewed,ADNP_HUMAN,ADNP
Q9P2M1,reviewed,LR2BP_HUMAN,LR2BP
P01834,reviewed,IGKC_HUMAN,IGKC
O94907,reviewed,DKK1_HUMAN,DKK1
Q16875,reviewed,F263_HUMAN,F263
Q6ZU52,reviewed,K0408_HUMAN,K0408
O00213,reviewed,APBB1_HUMAN,APBB1
Q5T0N1,reviewed,CFA70_HUMAN,CFA70
P02549,reviewed,SPTA1_HUMAN,SPTA1
Q9HB29,reviewed,ILRL2_HUMAN,ILRL2
Q86UK5,reviewed,LBN_HUMAN,LBN
Q8N1P7,reviewed,CRBG2_HUMAN,CRBG2
Q8IYX4,reviewed,DND1_HUMAN,DND1
Q9UII2,reviewed,ATIF1_HUMAN,ATIF1
O75665,reviewed,OFD1_HUMAN,OFD1
O14558,reviewed,HSPB6_HUMAN,HSPB6
O00212,reviewed,RHOD_HUMAN,RHOD
Q7Z614,reviewed,SNX20_HUMAN,SNX20
Q9NS71,reviewed,GKN1_HUMAN,GKN1
Q9HCE5,reviewed,MET14_HUMAN,MET14
B2RNN3,reviewed,C1T9B_HUMAN,C1T9B
Q66K41,reviewed,Z385C_HUMAN,Z385C
Q5TG53,reviewed,SEAS1_HUMAN,SEAS1
Q96JF0,reviewed,SIAT2_HUMAN,SIAT2
Q6ICG6,reviewed,K0930_HUMAN,K0930
O94905,reviewed,ERLN2_HUMAN,ERLN2
Q96EY9,reviewed,ADAT3_HUMAN,ADAT3
P61626,reviewed,LYSC_HUMAN,LYSC
Q9BXJ9,reviewed,NAA15_HUMAN,NAA15
O43719,reviewed,HTSF1_HUMAN,HTSF1
Q5VZM2,reviewed,RRAGB_HUMAN,RRAGB
Q8WXA8,reviewed,5HT3C_HUMAN,5HT3C
Q15406,reviewed,NR6A1_HUMAN,NR6A1
O75663,reviewed,TIPRL_HUMAN,TIPRL
Q9P2M4,reviewed,TBC14_HUMAN,TBC14
Q9HBK9,reviewed,AS3MT_HUMAN,AS3MT
Q16878,reviewed,CDO1_HUMAN,CDO1
Q96EY8,reviewed,MMAB_HUMAN,MMAB
P53674,reviewed,CRBB1_HUMAN,CRBB1
Q5TA89,reviewed,HES5_HUMAN,HES5
Q9NS73,reviewed,MBIP1_HUMAN,MBIP1
P10745,reviewed,RET3_HUMAN,RET3
Q9HCE7,reviewed,SMUF1_HUMAN,SMUF1
Q3KPI0,reviewed,CEA21_HUMAN,CEA21
Q9BXJ8,reviewed,TACAN_HUMAN,TACAN
Q86UK0,reviewed,ABCAC_HUMAN,ABCAC
Q9BQ65,reviewed,USB1_HUMAN,USB1
O60888,reviewed,CUTA_HUMAN,CUTA
Q8WXA9,reviewed,SREK1_HUMAN,SREK1
Q8IYX3,reviewed,CC116_HUMAN,CC116
Q8NG41,reviewed,NPB_HUMAN,NPB
Q08043,reviewed,ACTN3_HUMAN,ACTN3
P53675,reviewed,CLH2_HUMAN,CLH2
Q8N6Y2,reviewed,LRC17_HUMAN,LRC17
Q5T0N5,reviewed,FBP1L_HUMAN,FBP1L
Q96GI7,reviewed,FA89A_HUMAN,FA89A
Q86U17,reviewed,SPA11_HUMAN,SPA11
Q92966,reviewed,SNPC3_HUMAN,SNPC3
Q9HCE6,reviewed,ARGAL_HUMAN,ARGAL
P49281,reviewed,NRAM2_HUMAN,NRAM2
Q15125,reviewed,EBP_HUMAN,EBP
Q6ZN84,reviewed,CCD81_HUMAN,CCD81
Q4VC31,reviewed,MIX23_HUMAN,MIX23
Q9BQ66,reviewed,KR412_HUMAN,KR412
Q8IYX0,reviewed,ZN679_HUMAN,ZN679
Q8N307,reviewed,MUC20_HUMAN,MUC20
Q15404,reviewed,RSU1_HUMAN,RSU1
Q9P218,reviewed,COKA1_HUMAN,COKA1
Q8N283,reviewed,ANR35_HUMAN,ANR35
P01833,reviewed,PIGR_HUMAN,PIGR
Q9H195,reviewed,MUC3B_HUMAN,MUC3B
Q8N6Y1,reviewed,PCD20_HUMAN,PCD20
P19652,reviewed,A1AG2_HUMAN,A1AG2
Q8NHB1,reviewed,OR2V1_HUMAN,OR2V1
P10747,reviewed,CD28_HUMAN,CD28
Q6UXL0,reviewed,I20RB_HUMAN,I20RB
Q8WUN7,reviewed,UBTD2_HUMAN,UBTD2
Q6PEX7,reviewed,TEX38_HUMAN,TEX38
Q9HCE1,reviewed,MOV10_HUMAN,MOV10
P49286,reviewed,MTR1B_HUMAN,MTR1B
Q15124,reviewed,PGM5_HUMAN,PGM5
Q3ZM63,reviewed,ETDA_HUMAN,ETDA
P01615,reviewed,KVD28_HUMAN,KVD28
Q9BQ67,reviewed,GRWD1_HUMAN,GRWD1
Q16254,reviewed,E2F4_HUMAN,E2F4
Q9NT62,reviewed,ATG3_HUMAN,ATG3
Q8IYX1,reviewed,TBC21_HUMAN,TBC21
Q9P219,reviewed,DAPLE_HUMAN,DAPLE
P49959,reviewed,MRE11_HUMAN,MRE11
Q00LT1,reviewed,PRCD_HUMAN,PRCD
Q9P2M7,reviewed,CING_HUMAN,CING
Q9NRA2,reviewed,S17A5_HUMAN,S17A5
P53677,reviewed,AP3M2_HUMAN,AP3M2
Q8N6Y0,reviewed,USBP1_HUMAN,USBP1
P10746,reviewed,HEM4_HUMAN,HEM4
Q9HCE0,reviewed,EPG5_HUMAN,EPG5
O75844,reviewed,FACE1_HUMAN,FACE1
Q96F10,reviewed,SAT2_HUMAN,SAT2
Q8NEV9,reviewed,IL27A_HUMAN,IL27A
P01614,reviewed,KVD40_HUMAN,KVD40
Q52M93,reviewed,Z585B_HUMAN,Z585B
Q3ZCV2,reviewed,CMAP2_HUMAN,CMAP2
Q9Y4A0,reviewed,JERKL_HUMAN,JERKL
Q7Z2D5,reviewed,PLPR4_HUMAN,PLPR4
O14556,reviewed,G3PT_HUMAN,G3PT
P48048,reviewed,KCNJ1_HUMAN,KCNJ1
C9JDP6,reviewed,CLD25_HUMAN,CLD25
Q8WY91,reviewed,THAP4_HUMAN,THAP4
Q9HCE3,reviewed,ZN532_HUMAN,ZN532
Q15126,reviewed,PMVK_HUMAN,PMVK
O75845,reviewed,SC5D_HUMAN,SC5D
Q8NEV8,reviewed,EXPH5_HUMAN,EXPH5
Q9BQ61,reviewed,TRIR_HUMAN,TRIR
Q8N300,reviewed,SVBP_HUMAN,SVBP
P48047,reviewed,ATPO_HUMAN,ATPO
Q6AZW8,reviewed,ZN660_HUMAN,ZN660
Q9NRA0,reviewed,SPHK2_HUMAN,SPHK2
P00505,reviewed,AATM_HUMAN,AATM
P53671,reviewed,LIMK2_HUMAN,LIMK2
P55036,reviewed,PSMD4_HUMAN,PSMD4
Q68CQ7,reviewed,GL8D1_HUMAN,GL8D1
O43482,reviewed,MS18B_HUMAN,MS18B
P51575,reviewed,P2RX1_HUMAN,P2RX1
Q15121,reviewed,PEA15_HUMAN,PEA15
P07438,reviewed,MT1B_HUMAN,MT1B
Q06828,reviewed,FMOD_HUMAN,FMOD
P16581,reviewed,LYAM2_HUMAN,LYAM2
Q8WXA2,reviewed,PATE1_HUMAN,PATE1
Q00888,reviewed,PSG4_HUMAN,PSG4
Q86YZ3,reviewed,HORN_HUMAN,HORN
Q9NRA1,reviewed,PDGFC_HUMAN,PDGFC
P53672,reviewed,CRBA2_HUMAN,CRBA2
P48595,reviewed,SPB10_HUMAN,SPB10
A8MTL9,reviewed,HMSD_HUMAN,HMSD
Q68CQ4,reviewed,UTP25_HUMAN,UTP25
Q6PEX3,reviewed,KR261_HUMAN,KR261
Q92963,reviewed,RIT1_HUMAN,RIT1
Q15120,reviewed,PDK3_HUMAN,PDK3
O75843,reviewed,AP1G2_HUMAN,AP1G2
Q3MJ16,reviewed,PA24E_HUMAN,PA24E
Q96DM1,reviewed,PGBD4_HUMAN,PGBD4
P01611,reviewed,KVD12_HUMAN,KVD12
Q9Y4A5,reviewed,TRRAP_HUMAN,TRRAP
Q8WXA3,reviewed,RUFY2_HUMAN,RUFY2
Q00889,reviewed,PSG6_HUMAN,PSG6
Q8N302,reviewed,AGGF1_HUMAN,AGGF1
Q53GI3,reviewed,ZN394_HUMAN,ZN394
Q96EY1,reviewed,DNJA3_HUMAN,DNJA3
Q9H190,reviewed,SDCB2_HUMAN,SDCB2
Q15067,reviewed,ACOX1_HUMAN,ACOX1
P0DM35,reviewed,M1BL1_HUMAN,M1BL1
Q60I27,reviewed,AL2CL_HUMAN,AL2CL
P53673,reviewed,CRBA4_HUMAN,CRBA4
P48594,reviewed,SPB4_HUMAN,SPB4
P14735,reviewed,IDE_HUMAN,IDE
O75840,reviewed,KLF7_HUMAN,KLF7
P26374,reviewed,RAE2_HUMAN,RAE2
Q7L1S5,reviewed,CHST9_HUMAN,CHST9
Q496Y0,reviewed,LONF3_HUMAN,LONF3
Q7Z3V4,reviewed,UBE3B_HUMAN,UBE3B
K7EJ46,reviewed,SIM22_HUMAN,SIM22
P55039,reviewed,DRG2_HUMAN,DRG2
Q6P1L6,reviewed,ZN343_HUMAN,ZN343
Q8NHB7,reviewed,OR5K1_HUMAN,OR5K1
Q9BZJ7,reviewed,GPR62_HUMAN,GPR62
O75841,reviewed,UPK1B_HUMAN,UPK1B
Q96DM3,reviewed,RMC1_HUMAN,RMC1
Q96F15,reviewed,GIMA5_HUMAN,GIMA5
Q8NEV4,reviewed,MYO3A_HUMAN,MYO3A
Q9Y3Z3,reviewed,SAMH1_HUMAN,SAMH1
O60880,reviewed,SH21A_HUMAN,SH21A
Q17R31,reviewed,TATD3_HUMAN,TATD3
Q14517,reviewed,FAT1_HUMAN,FAT1
Q8NDD1,reviewed,CA131_HUMAN,CA131
Q7Z3V5,reviewed,ZN571_HUMAN,ZN571
Q15061,reviewed,WDR43_HUMAN,WDR43
O43304,reviewed,S14L5_HUMAN,S14L5
Q0VDD8,reviewed,DYH14_HUMAN,DYH14
Q8N2N9,reviewed,AN36B_HUMAN,AN36B
Q6P1L5,reviewed,F117B_HUMAN,F117B
P0DJD7,reviewed,PEPA4_HUMAN,PEPA4
P00167,reviewed,CYB5_HUMAN,CYB5
Q9BZJ6,reviewed,GPR63_HUMAN,GPR63
P51571,reviewed,SSRD_HUMAN,SSRD
Q8N475,reviewed,FSTL5_HUMAN,FSTL5
Q3MJ13,reviewed,WDR72_HUMAN,WDR72
Q68DX3,reviewed,FRPD2_HUMAN,FRPD2
Q16576,reviewed,RBBP7_HUMAN,RBBP7
A6NES4,reviewed,MRO2A_HUMAN,MRO2A
P04424,reviewed,ARLY_HUMAN,ARLY
Q587I9,reviewed,SFT2C_HUMAN,SFT2C
Q9NQY0,reviewed,BIN3_HUMAN,BIN3
Q5TCY1,reviewed,TTBK1_HUMAN,TTBK1
A0A1B0GUY1,reviewed,MRCOL_HUMAN,MRCOL
P11413,reviewed,G6PD_HUMAN,G6PD
Q6IEV9,reviewed,OR4CB_HUMAN,OR4CB
Q8IUI4,reviewed,S29P2_HUMAN,S29P2
Q8NG48,reviewed,LINES_HUMAN,LINES
P51570,reviewed,GALK1_HUMAN,GALK1
Q6UW56,reviewed,ARAID_HUMAN,ARAID
Q9HCE9,reviewed,ANO8_HUMAN,ANO8
Q8N474,reviewed,SFRP1_HUMAN,SFRP1
P26371,reviewed,KRA59_HUMAN,KRA59
Q8IVQ6,reviewed,ZDH21_HUMAN,ZDH21
Q309B1,reviewed,TR16L_HUMAN,TR16L
Q8N9Q2,reviewed,SR1IP_HUMAN,SR1IP
Q9BV68,reviewed,RN126_HUMAN,RN126
O60882,reviewed,MMP20_HUMAN,MMP20
H0UI37,reviewed,TSTD3_HUMAN,TSTD3
P55735,reviewed,SEC13_HUMAN,SEC13
P68543,reviewed,UBX2A_HUMAN,UBX2A
P42898,reviewed,MTHR_HUMAN,MTHR
Q14515,reviewed,SPRL1_HUMAN,SPRL1
P36383,reviewed,CXG1_HUMAN,CXG1
P31994,reviewed,FCG2B_HUMAN,FCG2B
A8MXU0,reviewed,DB108_HUMAN,DB108
Q96EY5,reviewed,MB12A_HUMAN,MB12A
Q15063,reviewed,POSTN_HUMAN,POSTN
A0A126GWB0,unreviewed,A0A126GWB0_HUMAN,A0A126GWB0
O43306,reviewed,ADCY6_HUMAN,ADCY6
Q68CQ1,reviewed,MROH7_HUMAN,MROH7
P0DJD1,reviewed,RGPD2_HUMAN,RGPD2
Q9BZJ4,reviewed,S2539_HUMAN,S2539
Q92968,reviewed,PEX13_HUMAN,PEX13
Q8NEV1,reviewed,CSK23_HUMAN,CSK23
O15105,reviewed,SMAD7_HUMAN,SMAD7
O60883,reviewed,G37L1_HUMAN,G37L1
P20309,reviewed,ACM3_HUMAN,ACM3
A6NN90,reviewed,CB081_HUMAN,CB081
Q9BQS2,reviewed,SYT15_HUMAN,SYT15
P36382,reviewed,CXA5_HUMAN,CXA5
P31997,reviewed,CEAM8_HUMAN,CEAM8
P07686,reviewed,HEXB_HUMAN,HEXB
Q96EY4,reviewed,TMA16_HUMAN,TMA16
O43307,reviewed,ARHG9_HUMAN,ARHG9
A8MTL3,reviewed,R212B_HUMAN,R212B
P0DJD0,reviewed,RGPD1_HUMAN,RGPD1
Q86VS3,reviewed,IQCH_HUMAN,IQCH
Q93015,reviewed,NAA80_HUMAN,NAA80
Q9BZJ3,reviewed,TRYD_HUMAN,TRYD
P51572,reviewed,BAP31_HUMAN,BAP31
P26373,reviewed,RL13_HUMAN,RL13
A6NGD5,reviewed,ZSA5C_HUMAN,ZSA5C
P50591,reviewed,TNF10_HUMAN,TNF10
O60884,reviewed,DNJA2_HUMAN,DNJA2
Q00887,reviewed,PSG9_HUMAN,PSG9
C9J3I9,reviewed,CE058_HUMAN,CE058
P01275,reviewed,GLUC_HUMAN,GLUC
P00995,reviewed,ISK1_HUMAN,ISK1
Q9NRA8,reviewed,4ET_HUMAN,4ET
Q96EY7,reviewed,PTCD3_HUMAN,PTCD3
O43300,reviewed,LRRT2_HUMAN,LRRT2
P0DJD3,reviewed,RBY1A_HUMAN,RBY1A
Q8WY98,reviewed,TM234_HUMAN,TM234
P47211,reviewed,GALR1_HUMAN,GALR1
Q8TCU4,reviewed,ALMS1_HUMAN,ALMS1
Q16572,reviewed,VACHT_HUMAN,VACHT
O60885,reviewed,BRD4_HUMAN,BRD4
A6NIN4,reviewed,RN227_HUMAN,RN227
A6NN92,reviewed,CXE1_HUMAN,CXE1
Q96FM1,reviewed,PGAP3_HUMAN,PGAP3
Q14512,reviewed,FGFP1_HUMAN,FGFP1
Q5VSY0,reviewed,GKAP1_HUMAN,GKAP1
Q6ZNL6,reviewed,FGD5_HUMAN,FGD5
Q9NXE8,reviewed,CWC25_HUMAN,CWC25
O43301,reviewed,HS12A_HUMAN,HS12A
Q5JTH9,reviewed,RRP12_HUMAN,RRP12
P0CW01,reviewed,TSPYA_HUMAN,TSPYA
Q5T700,reviewed,LRAD1_HUMAN,LRAD1
P61599,reviewed,NAA20_HUMAN,NAA20
P11362,reviewed,FGFR1_HUMAN,FGFR1
Q8TCU5,reviewed,NMD3A_HUMAN,NMD3A
P01619,reviewed,KV320_HUMAN,KV320
Q9BRF8,reviewed,CPPED_HUMAN,CPPED
P07360,reviewed,CO8G_HUMAN,CO8G
Q9UK12,reviewed,ZN222_HUMAN,ZN222
Q9UBB6,reviewed,NCDN_HUMAN,NCDN
Q6ZMR3,reviewed,LDH6A_HUMAN,LDH6A
Q14511,reviewed,CASL_HUMAN,CASL
Q9BQS7,reviewed,HEPH_HUMAN,HEPH
A0A0U1RRK4,reviewed,LBHD2_HUMAN,LBHD2
Q6ZP80,reviewed,TM182_HUMAN,TM182
A8MTL0,reviewed,IQCF5_HUMAN,IQCF5
O43488,reviewed,ARK72_HUMAN,ARK72
P0CW00,reviewed,TSPY8_HUMAN,TSPY8
Q9BZJ0,reviewed,CRNL1_HUMAN,CRNL1
P22830,reviewed,HEMH_HUMAN,HEMH
Q05586,reviewed,NMDZ1_HUMAN,NMDZ1
Q8TCU6,reviewed,PREX1_HUMAN,PREX1
Q16570,reviewed,ACKR1_HUMAN,ACKR1
Q9BTV5,reviewed,FSD1_HUMAN,FSD1
Q9UK13,reviewed,ZN221_HUMAN,ZN221
Q9BYZ2,reviewed,LDH6B_HUMAN,LDH6B
P60660,reviewed,MYL6_HUMAN,MYL6
Q9BQS6,reviewed,HSPB9_HUMAN,HSPB9
O43303,reviewed,CP110_HUMAN,CP110
Q8N8N7,reviewed,PTGR2_HUMAN,PTGR2
Q7LBC6,reviewed,KDM3B_HUMAN,KDM3B
Q9HAN9,reviewed,NMNA1_HUMAN,NMNA1
Q9BTV4,reviewed,TMM43_HUMAN,TMM43
Q9UK10,reviewed,ZN225_HUMAN,ZN225
Q9UBB4,reviewed,ATX10_HUMAN,ATX10
P42892,reviewed,ECE1_HUMAN,ECE1
P0CJ75,reviewed,HMN8_HUMAN,HMN8
Q8IZR5,reviewed,CKLF4_HUMAN,CKLF4
Q6ZP82,reviewed,CC141_HUMAN,CC141
Q13228,reviewed,SBP1_HUMAN,SBP1
Q8N8N0,reviewed,RN152_HUMAN,RN152
P01185,reviewed,NEU2_HUMAN,NEU2
Q9NX36,reviewed,DJC28_HUMAN,DJC28
Q96PF1,reviewed,TGM7_HUMAN,TGM7
Q9BTV7,reviewed,CABL2_HUMAN,CABL2
Q9UK11,reviewed,ZN223_HUMAN,ZN223
Q9UBB5,reviewed,MBD2_HUMAN,MBD2
Q4W5P6,reviewed,SIM43_HUMAN,SIM43
P01270,reviewed,PTHY_HUMAN,PTHY
P0CJ74,reviewed,HMN7_HUMAN,HMN7
Q99504,reviewed,EYA3_HUMAN,EYA3
Q08334,reviewed,I10R2_HUMAN,I10R2
Q9NXE4,reviewed,NSMA3_HUMAN,NSMA3
Q8N7B1,reviewed,HORM2_HUMAN,HORM2
Q5VW38,reviewed,GP107_HUMAN,GP107
Q5H8C1,reviewed,FREM1_HUMAN,FREM1
Q9BTV6,reviewed,DPH7_HUMAN,DPH7
Q9Y5N1,reviewed,HRH3_HUMAN,HRH3
P0CJ77,reviewed,HMN10_HUMAN,HMN10
P0DJD9,reviewed,PEPA5_HUMAN,PEPA5
Q86VS8,reviewed,HOOK3_HUMAN,HOOK3
O76014,reviewed,KRT37_HUMAN,KRT37
P26378,reviewed,ELAV4_HUMAN,ELAV4
Q9UK17,reviewed,KCND3_HUMAN,KCND3
Q9BYZ6,reviewed,RHBT2_HUMAN,RHBT2
Q8N5L8,reviewed,RP25L_HUMAN,RP25L
P16284,reviewed,PECA1_HUMAN,PECA1
P0CJ76,reviewed,HMN9_HUMAN,HMN9
Q99502,reviewed,EYA1_HUMAN,EYA1
P0DJD8,reviewed,PEPA3_HUMAN,PEPA3
Q9NVP4,reviewed,DZAN1_HUMAN,DZAN1
O76015,reviewed,KRT38_HUMAN,KRT38
P05549,reviewed,AP2A_HUMAN,AP2A
Q96PF2,reviewed,TSSK2_HUMAN,TSSK2
Q8TCU3,reviewed,S7A13_HUMAN,S7A13
Q6ZMR5,reviewed,TM11A_HUMAN,TM11A
Q16787,reviewed,LAMA3_HUMAN,LAMA3
P0CJ71,reviewed,HMN4_HUMAN,HMN4
Q99501,reviewed,GA2L1_HUMAN,GA2L1
P31629,reviewed,ZEP2_HUMAN,ZEP2
P31391,reviewed,SSR4_HUMAN,SSR4
Q9UHM6,reviewed,OPN4_HUMAN,OPN4
Q8N7B6,reviewed,PACRL_HUMAN,PACRL
P38919,reviewed,IF4A3_HUMAN,IF4A3
Q8TD08,reviewed,MK15_HUMAN,MK15
Q8NFZ8,reviewed,CADM4_HUMAN,CADM4
Q9Y617,reviewed,SERC_HUMAN,SERC
P42025,reviewed,ACTY_HUMAN,ACTY
Q9UBB9,reviewed,TFP11_HUMAN,TFP11
Q9BYZ8,reviewed,REG4_HUMAN,REG4
Q8IUI8,reviewed,CRLF3_HUMAN,CRLF3
P0CJ70,reviewed,HMN3_HUMAN,HMN3
Q8NGD5,reviewed,OR4KE_HUMAN,OR4KE
Q9BQS8,reviewed,FYCO1_HUMAN,FYCO1
A0A3B3IRQ3,unreviewed,A0A3B3IRQ3_HUMAN,A0A3B3IRQ3
P19971,reviewed,TYPH_HUMAN,TYPH
Q99500,reviewed,S1PR3_HUMAN,S1PR3
O43309,reviewed,ZSC12_HUMAN,ZSC12
Q6P1L8,reviewed,RM14_HUMAN,RM14
Q13361,reviewed,MFAP5_HUMAN,MFAP5
Q9Y616,reviewed,IRAK3_HUMAN,IRAK3
P30872,reviewed,SSR1_HUMAN,SSR1
P52888,reviewed,THOP1_HUMAN,THOP1
Q01167,reviewed,FOXK2_HUMAN,FOXK2
P20783,reviewed,NTF3_HUMAN,NTF3
Q7RTZ2,reviewed,U17L1_HUMAN,U17L1
Q9Y5N5,reviewed,N6MT1_HUMAN,N6MT1
P17927,reviewed,CR1_HUMAN,CR1
P0CJ73,reviewed,HMN6_HUMAN,HMN6
Q8NGD4,reviewed,OR4K1_HUMAN,OR4K1
Q9UM82,reviewed,SPAT2_HUMAN,SPAT2
