| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
| 130  |                                              3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL                                              |     ZBP1    |      6.63     |
| 131  |                                            Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide                                           |     ZBP1    |      6.63     |
| 132  |                                          THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE                                          |     ZBP1    |      6.63     |
| 133  |                                                                                      Dexketoprofen                                                                                      |     ZBP1    |      6.63     |
| 134  |                                                                    N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide                                                                   |     ZBP1    |      6.63     |
| 135  |                                          Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate                                         |    NLRP3    |      6.62     |
| 136  |                                            4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE                                            |     ZBP1    |      6.62     |
| 137  |                                                                                         Mersalyl                                                                                        |     ZBP1    |      6.62     |
| 138  |                                                                          PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE                                                                          |    NLRP3    |      6.61     |
| 139  |                              (2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID                             |    NLRP3    |      6.61     |
| 140  |                                                   N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE                                                  |    NLRP3    |      6.61     |
| 141  |                                                         N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide                                                         |     ZBP1    |      6.61     |
| 142  |                                                     3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE                                                     |    NLRP3    |      6.60     |
| 143  |                                                 N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide                                                 |    NLRP3    |      6.60     |
| 144  |                                                                (S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide                                                               |     ZBP1    |      6.60     |
| 145  |                                          Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate                                         |     ZBP1    |      6.60     |
| 146  |                                                                                    Glycol salicylate                                                                                    |    NLRP3    |      6.60     |
| 147  |                                                                (R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide                                                               |     ZBP1    |      6.60     |
| 148  |                                                                                        Laquinimod                                                                                       |    NLRP3    |      6.60     |
| 149  |                                                                (R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide                                                               |    NLRP3    |      6.60     |
| 150  |                                                       4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE                                                       |    NLRP3    |      6.59     |
| 151  |                                                                (S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide                                                               |    NLRP3    |      6.59     |
| 152  |                                                             [4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone                                                             |     ZBP1    |      6.59     |
| 153  |                                                      N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE                                                      |     ZBP1    |      6.59     |
| 154  |                                                                                        Ketoprofen                                                                                       |     ZBP1    |      6.59     |
| 155  |                                                                                        Zofenopril                                                                                       |     ZBP1    |      6.58     |
| 156  |                                                                                        Salsalate                                                                                        |     ZBP1    |      6.58     |
| 157  |                                                                            2-chloro-5-nitro-N-phenylbenzamide                                                                           |    NLRP3    |      6.58     |
| 158  |                                               4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL                                               |    NLRP3    |      6.58     |
| 159  |                                                        (2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID                                                        |     ZBP1    |      6.58     |
| 160  |                                                                                        Salsalate                                                                                        |    NLRP3    |      6.57     |
| 161  |                                                                                      Diethylpropion                                                                                     |     ZBP1    |      6.57     |
| 162  |                                            [(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE                                           |     ZBP1    |      6.57     |
| 163  |                                             N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide                                             |     ZBP1    |      6.56     |
| 164  |                                             1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide                                            |     ZBP1    |      6.56     |
| 165  |                                                                                        Nitrazepam                                                                                       |     ZBP1    |      6.56     |
| 166  |                                              (3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE                                              |     ZBP1    |      6.56     |
| 167  |                                                                                        Loracarbef                                                                                       |    NLRP3    |      6.55     |
| 168  |                                                                      N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE                                                                      |    NLRP3    |      6.55     |
| 169  |                                                                                      Furoyl-Leucine                                                                                     |    NLRP3    |      6.55     |
| 170  |                                                    [{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid                                                   |     ZBP1    |      6.54     |
| 171  |                                                                                    Hydroflumethiazide                                                                                   |     ZBP1    |      6.54     |
| 172  |                                                      N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE                                                      |    NLRP3    |      6.54     |
| 173  |                                       (5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE                                      |    NLRP3    |      6.54     |
| 174  |                                         N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide                                         |     ZBP1    |      6.53     |
| 175  |                                                             [4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone                                                             |    NLRP3    |      6.53     |
| 176  |                                                            (3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine                                                           |    NLRP3    |      6.53     |
| 177  |                                                                                    Glycol salicylate                                                                                    |     ZBP1    |      6.52     |
| 178  |                                                      N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid                                                     |     ZBP1    |      6.52     |
| 179  |                                                                                        Lasmiditan                                                                                       |     ZBP1    |      6.52     |
| 180  |                                         (1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE                                         |     ZBP1    |      6.51     |
| 181  |                                                        (2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID                                                       |     ZBP1    |      6.51     |
